Date,Order number,Category,Category name,Origin,Remaining (MT)
2026-09-09,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8392
2026-09-09,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-09,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,744
2026-09-09,058620,12A,Alloy Merchant Bars and Light Sections,EU,10067
2026-09-09,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4689
2026-09-09,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,0
2026-09-09,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-09,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-09,058625,13,Rebars,EU,18204
2026-09-09,058626,13,Rebars,Turkey,1809
2026-09-09,058627,13,Rebars,Residual,2
2026-09-09,058628,14,Stainless Bars and Light Sections,EU,1417
2026-09-09,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-09,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-09,058634,16,Non-alloy and other alloy wire rod,EU,22269
2026-09-09,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-09,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,24063
2026-09-09,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),712
2026-09-09,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-09,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,121
2026-09-09,058642,20,Gas Pipes,EU,2160
2026-09-09,058643,20,Gas Pipes,India,502
2026-09-09,058644,20,Gas Pipes,Turkey,1351
2026-09-09,058645,20,Gas Pipes,Residual,1214
2026-09-09,058646,21,Hollow Sections,EU,1301
2026-09-09,058647,21,Hollow Sections,Turkey,17141
2026-09-09,058648,21,Hollow Sections,Residual,2134
2026-09-10,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,51460
2026-09-10,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-10,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-10,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1734
2026-09-10,058604,4,Metallic Coated Sheets,EU,43184
2026-09-10,058605,4,Metallic Coated Sheets,India,14453
2026-09-10,058606,4,Metallic Coated Sheets,Korea (the Republic of),16647
2026-09-10,058607,4,Metallic Coated Sheets,Vietnam,35872
2026-09-10,058608,4,Metallic Coated Sheets,Residual,1238
2026-09-10,058609,5,Organic Coated Sheets,EU,0
2026-09-10,058610,5,Organic Coated Sheets,Korea (the Republic of),2472
2026-09-10,058611,5,Organic Coated Sheets,Residual,0
2026-09-10,058612,6,Tin Mill Products,EU,8457
2026-09-10,058613,6,Tin Mill Products,Japan,78
2026-09-10,058614,6,Tin Mill Products,Korea (the Republic of),239
2026-09-10,058615,6,Tin Mill Products,Residual,3857
2026-09-10,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,24617
2026-09-10,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8392
2026-09-10,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-10,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,716
2026-09-10,058620,12A,Alloy Merchant Bars and Light Sections,EU,9902
2026-09-10,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4689
2026-09-10,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,0
2026-09-10,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-10,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-10,058625,13,Rebars,EU,16829
2026-09-10,058626,13,Rebars,Turkey,1809
2026-09-10,058627,13,Rebars,Residual,2
2026-09-10,058628,14,Stainless Bars and Light Sections,EU,1376
2026-09-10,058629,14,Stainless Bars and Light Sections,United States of America (the),346
2026-09-10,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-10,058634,16,Non-alloy and other alloy wire rod,EU,21761
2026-09-10,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-10,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,24063
2026-09-10,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),712
2026-09-10,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-10,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,121
2026-09-10,058642,20,Gas Pipes,EU,2160
2026-09-10,058643,20,Gas Pipes,India,447
2026-09-10,058644,20,Gas Pipes,Turkey,1351
2026-09-10,058645,20,Gas Pipes,Residual,1214
2026-09-10,058646,21,Hollow Sections,EU,1277
2026-09-10,058647,21,Hollow Sections,Turkey,17141
2026-09-10,058648,21,Hollow Sections,Residual,2134
2026-09-11,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,49188
2026-09-11,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-11,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-11,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1733
2026-09-11,058604,4,Metallic Coated Sheets,EU,41343
2026-09-11,058605,4,Metallic Coated Sheets,India,14453
2026-09-11,058606,4,Metallic Coated Sheets,Korea (the Republic of),16647
2026-09-11,058607,4,Metallic Coated Sheets,Vietnam,35872
2026-09-11,058608,4,Metallic Coated Sheets,Residual,1289
2026-09-11,058609,5,Organic Coated Sheets,EU,0
2026-09-11,058610,5,Organic Coated Sheets,Korea (the Republic of),803
2026-09-11,058611,5,Organic Coated Sheets,Residual,0
2026-09-11,058612,6,Tin Mill Products,EU,8419
2026-09-11,058613,6,Tin Mill Products,Japan,78
2026-09-11,058614,6,Tin Mill Products,Korea (the Republic of),239
2026-09-11,058615,6,Tin Mill Products,Residual,3857
2026-09-11,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,23626
2026-09-11,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8366
2026-09-11,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-11,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,710
2026-09-11,058620,12A,Alloy Merchant Bars and Light Sections,EU,9839
2026-09-11,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4689
2026-09-11,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,0
2026-09-11,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-11,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-11,058625,13,Rebars,EU,16829
2026-09-11,058626,13,Rebars,Turkey,1809
2026-09-11,058627,13,Rebars,Residual,2
2026-09-11,058628,14,Stainless Bars and Light Sections,EU,1368
2026-09-11,058629,14,Stainless Bars and Light Sections,United States of America (the),342
2026-09-11,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-11,058634,16,Non-alloy and other alloy wire rod,EU,21741
2026-09-11,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-11,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,23903
2026-09-11,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),711
2026-09-11,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-11,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,121
2026-09-11,058642,20,Gas Pipes,EU,2159
2026-09-11,058643,20,Gas Pipes,India,447
2026-09-11,058644,20,Gas Pipes,Turkey,1351
2026-09-11,058645,20,Gas Pipes,Residual,1211
2026-09-11,058646,21,Hollow Sections,EU,1233
2026-09-11,058647,21,Hollow Sections,Turkey,17141
2026-09-11,058648,21,Hollow Sections,Residual,2134
2026-09-12,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,47889
2026-09-12,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-09-12,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-09-12,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1733
2026-09-12,058604,4,Metallic Coated Sheets,EU,40865
2026-09-12,058605,4,Metallic Coated Sheets,India,14453
2026-09-12,058606,4,Metallic Coated Sheets,Korea (the Republic of),16647
2026-09-12,058607,4,Metallic Coated Sheets,Vietnam,35872
2026-09-12,058608,4,Metallic Coated Sheets,Residual,1110
2026-09-12,058609,5,Organic Coated Sheets,EU,0
2026-09-12,058610,5,Organic Coated Sheets,Korea (the Republic of),803
2026-09-12,058611,5,Organic Coated Sheets,Residual,0
2026-09-12,058612,6,Tin Mill Products,EU,8395
2026-09-12,058613,6,Tin Mill Products,Japan,78
2026-09-12,058614,6,Tin Mill Products,Korea (the Republic of),239
2026-09-12,058615,6,Tin Mill Products,Residual,3857
2026-09-12,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,23195
2026-09-12,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8366
2026-09-12,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-09-12,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,658
2026-09-12,058620,12A,Alloy Merchant Bars and Light Sections,EU,9596
2026-09-12,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4679
2026-09-12,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,0
2026-09-12,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,166
2026-09-12,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-09-12,058625,13,Rebars,EU,16815
2026-09-12,058626,13,Rebars,Turkey,1809
2026-09-12,058627,13,Rebars,Residual,2
2026-09-12,058628,14,Stainless Bars and Light Sections,EU,1231
2026-09-12,058629,14,Stainless Bars and Light Sections,United States of America (the),342
2026-09-12,058630,14,Stainless Bars and Light Sections,Residual,0
2026-09-12,058634,16,Non-alloy and other alloy wire rod,EU,21741
2026-09-12,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-09-12,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,23580
2026-09-12,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),711
2026-09-12,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-09-12,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,121
2026-09-12,058642,20,Gas Pipes,EU,2158
2026-09-12,058643,20,Gas Pipes,India,447
2026-09-12,058644,20,Gas Pipes,Turkey,1351
2026-09-12,058645,20,Gas Pipes,Residual,1211
2026-09-12,058646,21,Hollow Sections,EU,1222
2026-09-12,058647,21,Hollow Sections,Turkey,17141
2026-09-12,058648,21,Hollow Sections,Residual,2129
