Date,Order number,Category,Category name,Origin,Remaining (MT)
2026-08-22,058605,4,Metallic Coated Sheets,India,14453
2026-08-22,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-22,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-22,058608,4,Metallic Coated Sheets,Residual,14728
2026-08-22,058609,5,Organic Coated Sheets,EU,191
2026-08-22,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-22,058611,5,Organic Coated Sheets,Residual,307
2026-08-22,058612,6,Tin Mill Products,EU,8862
2026-08-22,058613,6,Tin Mill Products,Japan,78
2026-08-22,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-22,058615,6,Tin Mill Products,Residual,4707
2026-08-22,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,30753
2026-08-22,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-22,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-22,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-22,058620,12A,Alloy Merchant Bars and Light Sections,EU,12551
2026-08-22,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-22,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,508
2026-08-22,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-22,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-22,058625,13,Rebars,EU,20815
2026-08-22,058626,13,Rebars,Turkey,5308
2026-08-22,058627,13,Rebars,Residual,2
2026-08-22,058628,14,Stainless Bars and Light Sections,EU,1706
2026-08-22,058629,14,Stainless Bars and Light Sections,United States of America (the),359
2026-08-22,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-22,058634,16,Non-alloy and other alloy wire rod,EU,27352
2026-08-22,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-22,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32769
2026-08-22,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-22,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-22,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-22,058642,20,Gas Pipes,EU,2465
2026-08-22,058643,20,Gas Pipes,India,580
2026-08-22,058644,20,Gas Pipes,Turkey,2419
2026-08-22,058645,20,Gas Pipes,Residual,1214
2026-08-22,058646,21,Hollow Sections,EU,1969
2026-08-22,058647,21,Hollow Sections,Turkey,17433
2026-08-22,058648,21,Hollow Sections,Residual,2200
2026-08-23,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,60528
2026-08-23,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-23,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-23,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1772
2026-08-23,058604,4,Metallic Coated Sheets,EU,67265
2026-08-23,058605,4,Metallic Coated Sheets,India,14453
2026-08-23,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-23,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-23,058608,4,Metallic Coated Sheets,Residual,14728
2026-08-23,058609,5,Organic Coated Sheets,EU,191
2026-08-23,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-23,058611,5,Organic Coated Sheets,Residual,307
2026-08-23,058612,6,Tin Mill Products,EU,8862
2026-08-23,058613,6,Tin Mill Products,Japan,78
2026-08-23,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-23,058615,6,Tin Mill Products,Residual,4707
2026-08-23,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,30753
2026-08-23,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-23,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-23,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-23,058620,12A,Alloy Merchant Bars and Light Sections,EU,12551
2026-08-23,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-23,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,508
2026-08-23,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-23,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-23,058625,13,Rebars,EU,20815
2026-08-23,058626,13,Rebars,Turkey,5308
2026-08-23,058627,13,Rebars,Residual,2
2026-08-23,058628,14,Stainless Bars and Light Sections,EU,1706
2026-08-23,058629,14,Stainless Bars and Light Sections,United States of America (the),359
2026-08-23,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-23,058634,16,Non-alloy and other alloy wire rod,EU,27352
2026-08-23,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-23,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32769
2026-08-23,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-23,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-23,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-23,058642,20,Gas Pipes,EU,2465
2026-08-23,058643,20,Gas Pipes,India,580
2026-08-23,058644,20,Gas Pipes,Turkey,2419
2026-08-23,058645,20,Gas Pipes,Residual,1214
2026-08-23,058646,21,Hollow Sections,EU,1969
2026-08-23,058647,21,Hollow Sections,Turkey,17433
2026-08-23,058648,21,Hollow Sections,Residual,2200
2026-08-24,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,60528
2026-08-24,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-24,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-24,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1772
2026-08-24,058604,4,Metallic Coated Sheets,EU,67265
2026-08-24,058605,4,Metallic Coated Sheets,India,14453
2026-08-24,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-24,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-24,058608,4,Metallic Coated Sheets,Residual,14728
2026-08-24,058609,5,Organic Coated Sheets,EU,191
2026-08-24,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-24,058611,5,Organic Coated Sheets,Residual,307
2026-08-24,058612,6,Tin Mill Products,EU,8862
2026-08-24,058613,6,Tin Mill Products,Japan,78
2026-08-24,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-24,058615,6,Tin Mill Products,Residual,4707
2026-08-24,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,30753
2026-08-24,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-24,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-24,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-24,058620,12A,Alloy Merchant Bars and Light Sections,EU,12551
2026-08-24,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-24,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,508
2026-08-24,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-24,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-24,058625,13,Rebars,EU,20815
2026-08-24,058626,13,Rebars,Turkey,5308
2026-08-24,058627,13,Rebars,Residual,2
2026-08-24,058628,14,Stainless Bars and Light Sections,EU,1706
2026-08-24,058629,14,Stainless Bars and Light Sections,United States of America (the),359
2026-08-24,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-24,058634,16,Non-alloy and other alloy wire rod,EU,27352
2026-08-24,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-24,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32769
2026-08-24,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-24,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-24,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-24,058642,20,Gas Pipes,EU,2465
2026-08-24,058643,20,Gas Pipes,India,580
2026-08-24,058644,20,Gas Pipes,Turkey,2419
2026-08-24,058645,20,Gas Pipes,Residual,1214
2026-08-24,058646,21,Hollow Sections,EU,1969
2026-08-24,058647,21,Hollow Sections,Turkey,17433
2026-08-24,058648,21,Hollow Sections,Residual,2200
2026-08-25,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,60528
2026-08-25,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-25,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-25,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1772
2026-08-25,058604,4,Metallic Coated Sheets,EU,67265
2026-08-25,058605,4,Metallic Coated Sheets,India,14453
2026-08-25,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-25,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-25,058608,4,Metallic Coated Sheets,Residual,14728
2026-08-25,058609,5,Organic Coated Sheets,EU,191
2026-08-25,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-25,058611,5,Organic Coated Sheets,Residual,307
2026-08-25,058612,6,Tin Mill Products,EU,8862
2026-08-25,058613,6,Tin Mill Products,Japan,78
2026-08-25,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-25,058615,6,Tin Mill Products,Residual,4707
2026-08-25,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,30753
2026-08-25,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-25,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-25,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-25,058620,12A,Alloy Merchant Bars and Light Sections,EU,12551
2026-08-25,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-25,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,508
2026-08-25,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-25,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-25,058625,13,Rebars,EU,20815
2026-08-25,058626,13,Rebars,Turkey,5308
2026-08-25,058627,13,Rebars,Residual,2
2026-08-25,058628,14,Stainless Bars and Light Sections,EU,1706
2026-08-25,058629,14,Stainless Bars and Light Sections,United States of America (the),359
2026-08-25,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-25,058634,16,Non-alloy and other alloy wire rod,EU,27352
2026-08-25,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-25,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32769
2026-08-25,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-25,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-25,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-25,058642,20,Gas Pipes,EU,2465
2026-08-25,058643,20,Gas Pipes,India,580
2026-08-25,058644,20,Gas Pipes,Turkey,2419
2026-08-25,058645,20,Gas Pipes,Residual,1214
2026-08-25,058646,21,Hollow Sections,EU,1969
2026-08-25,058647,21,Hollow Sections,Turkey,17433
2026-08-25,058648,21,Hollow Sections,Residual,2200
2026-08-26,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,59062
2026-08-26,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-26,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-26,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1771
2026-08-26,058604,4,Metallic Coated Sheets,EU,64300
2026-08-26,058605,4,Metallic Coated Sheets,India,14453
2026-08-26,058606,4,Metallic Coated Sheets,Korea (the Republic of),18966
2026-08-26,058607,4,Metallic Coated Sheets,Vietnam,43495
2026-08-26,058608,4,Metallic Coated Sheets,Residual,14691
2026-08-26,058609,5,Organic Coated Sheets,EU,0
2026-08-26,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-26,058611,5,Organic Coated Sheets,Residual,307
2026-08-26,058612,6,Tin Mill Products,EU,8816
2026-08-26,058613,6,Tin Mill Products,Japan,78
2026-08-26,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-26,058615,6,Tin Mill Products,Residual,4706
2026-08-26,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,29125
2026-08-26,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-26,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-26,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-26,058620,12A,Alloy Merchant Bars and Light Sections,EU,12373
2026-08-26,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4752
2026-08-26,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,432
2026-08-26,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-26,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-26,058625,13,Rebars,EU,20715
2026-08-26,058626,13,Rebars,Turkey,1809
2026-08-26,058627,13,Rebars,Residual,2
2026-08-26,058628,14,Stainless Bars and Light Sections,EU,1664
2026-08-26,058629,14,Stainless Bars and Light Sections,United States of America (the),350
2026-08-26,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-26,058634,16,Non-alloy and other alloy wire rod,EU,27334
2026-08-26,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-26,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32341
2026-08-26,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-26,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-26,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-26,058642,20,Gas Pipes,EU,2401
2026-08-26,058643,20,Gas Pipes,India,580
2026-08-26,058644,20,Gas Pipes,Turkey,2188
2026-08-26,058645,20,Gas Pipes,Residual,1214
2026-08-26,058646,21,Hollow Sections,EU,1770
2026-08-26,058647,21,Hollow Sections,Turkey,17433
2026-08-26,058648,21,Hollow Sections,Residual,2200
2026-08-27,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,58997
2026-08-27,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-27,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-27,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-08-27,058604,4,Metallic Coated Sheets,EU,62248
2026-08-27,058605,4,Metallic Coated Sheets,India,14453
2026-08-27,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-08-27,058607,4,Metallic Coated Sheets,Vietnam,40433
2026-08-27,058608,4,Metallic Coated Sheets,Residual,14675
2026-08-27,058609,5,Organic Coated Sheets,EU,0
2026-08-27,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-27,058611,5,Organic Coated Sheets,Residual,0
2026-08-27,058612,6,Tin Mill Products,EU,8791
2026-08-27,058613,6,Tin Mill Products,Japan,78
2026-08-27,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-27,058615,6,Tin Mill Products,Residual,4706
2026-08-27,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,28865
2026-08-27,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-27,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-27,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-27,058620,12A,Alloy Merchant Bars and Light Sections,EU,12335
2026-08-27,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4725
2026-08-27,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,423
2026-08-27,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-27,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-27,058625,13,Rebars,EU,20691
2026-08-27,058626,13,Rebars,Turkey,1809
2026-08-27,058627,13,Rebars,Residual,2
2026-08-27,058628,14,Stainless Bars and Light Sections,EU,1655
2026-08-27,058629,14,Stainless Bars and Light Sections,United States of America (the),350
2026-08-27,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-27,058634,16,Non-alloy and other alloy wire rod,EU,27334
2026-08-27,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-27,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32341
2026-08-27,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-27,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-27,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-27,058642,20,Gas Pipes,EU,2391
2026-08-27,058643,20,Gas Pipes,India,580
2026-08-27,058644,20,Gas Pipes,Turkey,2188
2026-08-27,058645,20,Gas Pipes,Residual,1214
2026-08-27,058646,21,Hollow Sections,EU,1744
2026-08-27,058647,21,Hollow Sections,Turkey,17433
2026-08-27,058648,21,Hollow Sections,Residual,2200
2026-08-28,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57665
2026-08-28,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-28,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-28,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-08-28,058604,4,Metallic Coated Sheets,EU,60129
2026-08-28,058605,4,Metallic Coated Sheets,India,14453
2026-08-28,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-08-28,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-08-28,058608,4,Metallic Coated Sheets,Residual,14675
2026-08-28,058609,5,Organic Coated Sheets,EU,0
2026-08-28,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-28,058611,5,Organic Coated Sheets,Residual,0
2026-08-28,058612,6,Tin Mill Products,EU,8745
2026-08-28,058613,6,Tin Mill Products,Japan,78
2026-08-28,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-28,058615,6,Tin Mill Products,Residual,4706
2026-08-28,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,28002
2026-08-28,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-28,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-28,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,1032
2026-08-28,058620,12A,Alloy Merchant Bars and Light Sections,EU,12284
2026-08-28,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4720
2026-08-28,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,391
2026-08-28,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-28,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-28,058625,13,Rebars,EU,20679
2026-08-28,058626,13,Rebars,Turkey,1809
2026-08-28,058627,13,Rebars,Residual,2
2026-08-28,058628,14,Stainless Bars and Light Sections,EU,1592
2026-08-28,058629,14,Stainless Bars and Light Sections,United States of America (the),348
2026-08-28,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-28,058634,16,Non-alloy and other alloy wire rod,EU,27322
2026-08-28,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-28,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,32199
2026-08-28,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-28,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-28,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-28,058642,20,Gas Pipes,EU,2341
2026-08-28,058643,20,Gas Pipes,India,580
2026-08-28,058644,20,Gas Pipes,Turkey,2036
2026-08-28,058645,20,Gas Pipes,Residual,1214
2026-08-28,058646,21,Hollow Sections,EU,1614
2026-08-28,058647,21,Hollow Sections,Turkey,17361
2026-08-28,058648,21,Hollow Sections,Residual,2176
2026-08-29,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57553
2026-08-29,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-29,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-29,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-08-29,058604,4,Metallic Coated Sheets,EU,59699
2026-08-29,058605,4,Metallic Coated Sheets,India,14453
2026-08-29,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-08-29,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-08-29,058608,4,Metallic Coated Sheets,Residual,14674
2026-08-29,058609,5,Organic Coated Sheets,EU,0
2026-08-29,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-29,058611,5,Organic Coated Sheets,Residual,0
2026-08-29,058612,6,Tin Mill Products,EU,8723
2026-08-29,058613,6,Tin Mill Products,Japan,78
2026-08-29,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-29,058615,6,Tin Mill Products,Residual,4706
2026-08-29,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,27370
2026-08-29,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-29,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-29,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-08-29,058620,12A,Alloy Merchant Bars and Light Sections,EU,12257
2026-08-29,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4720
2026-08-29,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,388
2026-08-29,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-29,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-29,058625,13,Rebars,EU,20679
2026-08-29,058626,13,Rebars,Turkey,1809
2026-08-29,058627,13,Rebars,Residual,2
2026-08-29,058628,14,Stainless Bars and Light Sections,EU,1588
2026-08-29,058629,14,Stainless Bars and Light Sections,United States of America (the),348
2026-08-29,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-29,058634,16,Non-alloy and other alloy wire rod,EU,27322
2026-08-29,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-29,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,31561
2026-08-29,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-29,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-29,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-29,058642,20,Gas Pipes,EU,2341
2026-08-29,058643,20,Gas Pipes,India,580
2026-08-29,058644,20,Gas Pipes,Turkey,2036
2026-08-29,058645,20,Gas Pipes,Residual,1214
2026-08-29,058646,21,Hollow Sections,EU,1574
2026-08-29,058647,21,Hollow Sections,Turkey,17361
2026-08-29,058648,21,Hollow Sections,Residual,2176
2026-08-30,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57553
2026-08-30,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-30,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-30,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-08-30,058604,4,Metallic Coated Sheets,EU,59699
2026-08-30,058605,4,Metallic Coated Sheets,India,14453
2026-08-30,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-08-30,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-08-30,058608,4,Metallic Coated Sheets,Residual,14674
2026-08-30,058609,5,Organic Coated Sheets,EU,0
2026-08-30,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
2026-08-30,058611,5,Organic Coated Sheets,Residual,0
2026-08-30,058612,6,Tin Mill Products,EU,8723
2026-08-30,058613,6,Tin Mill Products,Japan,78
2026-08-30,058614,6,Tin Mill Products,Korea (the Republic of),280
2026-08-30,058615,6,Tin Mill Products,Residual,4706
2026-08-30,058616,7,Non-Alloy and Other Alloy Quarto Plates,EU,27370
2026-08-30,058617,7,Non-Alloy and Other Alloy Quarto Plates,Korea (the Republic of),8434
2026-08-30,058618,7,Non-Alloy and Other Alloy Quarto Plates,United States of America (the),189
2026-08-30,058619,7,Non-Alloy and Other Alloy Quarto Plates,Residual,926
2026-08-30,058620,12A,Alloy Merchant Bars and Light Sections,EU,12257
2026-08-30,058621,12A,Alloy Merchant Bars and Light Sections,Residual,4720
2026-08-30,058622,12B,Non Alloy Merchant Bars and Light Sections,EU,388
2026-08-30,058623,12B,Non Alloy Merchant Bars and Light Sections,Turkey,258
2026-08-30,058624,12B,Non Alloy Merchant Bars and Light Sections,Residual,0
2026-08-30,058625,13,Rebars,EU,20679
2026-08-30,058626,13,Rebars,Turkey,1809
2026-08-30,058627,13,Rebars,Residual,2
2026-08-30,058628,14,Stainless Bars and Light Sections,EU,1588
2026-08-30,058629,14,Stainless Bars and Light Sections,United States of America (the),348
2026-08-30,058630,14,Stainless Bars and Light Sections,Residual,0
2026-08-30,058634,16,Non-alloy and other alloy wire rod,EU,27322
2026-08-30,058635,16,Non-alloy and other alloy wire rod,Residual,0
2026-08-30,058636,17,"Angles, shapes, and sections of iron or non-alloy steel",EU,31561
2026-08-30,058637,17,"Angles, shapes, and sections of iron or non-alloy steel",Korea (the Republic of),728
2026-08-30,058638,17,"Angles, shapes, and sections of iron or non-alloy steel",United States of America (the),213
2026-08-30,058639,17,"Angles, shapes, and sections of iron or non-alloy steel",Residual,142
2026-08-30,058642,20,Gas Pipes,EU,2341
2026-08-30,058643,20,Gas Pipes,India,580
2026-08-30,058644,20,Gas Pipes,Turkey,2036
2026-08-30,058645,20,Gas Pipes,Residual,1214
2026-08-30,058646,21,Hollow Sections,EU,1574
2026-08-30,058647,21,Hollow Sections,Turkey,17361
2026-08-30,058648,21,Hollow Sections,Residual,2176
2026-08-31,058600,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,EU,57553
2026-08-31,058601,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,India,8053
2026-08-31,058602,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Korea (the Republic of),818
2026-08-31,058603,1A,Non Alloy and Other Alloy Hot Rolled Sheets and Strips,Residual,1741
2026-08-31,058604,4,Metallic Coated Sheets,EU,59699
2026-08-31,058605,4,Metallic Coated Sheets,India,14453
2026-08-31,058606,4,Metallic Coated Sheets,Korea (the Republic of),18003
2026-08-31,058607,4,Metallic Coated Sheets,Vietnam,39063
2026-08-31,058608,4,Metallic Coated Sheets,Residual,14674
2026-08-31,058609,5,Organic Coated Sheets,EU,0
2026-08-31,058610,5,Organic Coated Sheets,Korea (the Republic of),4622
